date,time,grid,trap,l_ear,r_ear,sex,age,weight,hindft,notes,b_key,session_id,study
9/18/09,NA,bonrip,5a,a3045,NA,f,NA,1360,NA,NA,484,91,population
9/18/09,NA,bonrip,5b,a3023,NA,f,NA,1020,NA,dead in trap,473,91,population
9/18/09,NA,bonrip,5c,a3031,NA,f,NA,1090,NA,NA,477,91,population
9/18/09,NA,bonrip,5d,a3047,NA,f,NA,850,NA,NA,485,91,population
9/18/09,NA,bonrip,6d,a3033,NA,m,NA,840,NA,NA,478,91,population
9/18/09,NA,bonrip,6e,2344,2345,f,NA,1750,NA,NA,402,91,population
9/18/09,NA,bonrip,7b,a3051,NA,m,NA,1610,NA,NA,487,91,population
9/18/09,NA,bonrip,7c,a3089,NA,m,NA,1440,142,NA,505,91,population
9/18/09,NA,bonrip,7d,a3091,NA,f,NA,1350,135,NA,506,91,population
9/18/09,NA,bonrip,8a,a3063,NA,m,NA,1190,NA,NA,493,91,population
9/18/09,NA,bonrip,8d,2308,2309,f,NA,1640,NA,NA,385,91,population
9/18/09,NA,bonrip,8e,a3093,NA,f,NA,1010,113,NA,507,91,population
9/18/09,NA,bonrip,9b,a3079,NA,f,NA,1460,NA,NA,500,91,population
12/3/09,NA,bonrip,10b,a3079,NA,f,NA,1530,142,NA,500,92,collar
12/3/09,NA,bonrip,3c,a3097,NA,f,NA,1670,150,NA,993,92,collar
12/3/09,NA,bonrip,6b,a3071,NA,f,NA,1690,142,NA,726,92,collar
12/3/09,NA,bonrip,6d,a3065,NA,m,NA,1637,140,NA,725,92,collar
12/3/09,NA,bonrip,8d,a3067,NA,m,NA,1370,138,NA,495,92,collar
12/4/09,NA,bonrip,1b,a3083,NA,f,NA,1420,140,NA,502,92,collar
12/4/09,NA,bonrip,4b,a3057,NA,f,NA,1620,146,NA,490,92,collar
1/29/10,NA,bonrip,2e,2085,2086,m,NA,1740,NA,NA,285,93,NA
1/29/10,NA,bonrip,5a,a3091,NA,f,NA,1590,146,NA,729,93,NA
1/29/10,NA,bonrip,5b,a3071,NA,f,NA,1680,NA,NA,726,93,NA
1/29/10,NA,bonrip,6c,2344,2345,f,NA,2000,NA,NA,402,93,NA
1/29/10,NA,bonrip,9b,a3079,NA,f,NA,1500,NA,NA,500,93,NA
1/29/10,NA,bonrip,9c,a3077,NA,f,NA,1230,149,NA,992,93,NA
1/30/10,NA,bonrip,10b,a3079,NA,f,NA,1510,NA,NA,500,93,NA
1/30/10,NA,bonrip,1a,a3039,NA,m,NA,1500,NA,NA,481,93,NA
1/30/10,NA,bonrip,2d,a3102,NA,f,NA,1490,145,NA,994,93,NA
1/30/10,NA,bonrip,2e,a3104,NA,f,NA,1350,142,NA,731,93,NA
1/30/10,NA,bonrip,3e,2085,2086,m,NA,1720,NA,NA,285,93,NA
1/30/10,NA,bonrip,5b,a3065,NA,m,NA,1580,NA,NA,725,93,NA
1/30/10,NA,bonrip,6b,a3091,NA,f,NA,1620,NA,NA,729,93,NA
1/30/10,NA,bonrip,6c,2344,2345,f,NA,1950,NA,NA,402,93,NA
1/30/10,NA,bonrip,6d,a3071,NA,f,NA,1610,NA,NA,726,93,NA
1/30/10,NA,bonrip,7a,2388,2389,m,NA,1420,NA,NA,971,93,NA
1/30/10,NA,bonrip,7b,a3089,NA,m,NA,1590,150,NA,728,93,NA
1/31/10,NA,bonrip,10b,1776,1777,m,NA,1530,NA,NA,142,93,NA
1/31/10,NA,bonrip,10e,a3106,NA,m,NA,1430,132,NA,995,93,NA
1/31/10,NA,bonrip,1c,a3039,NA,m,NA,1390,NA,NA,481,93,NA
1/31/10,NA,bonrip,3c,a3063,NA,m,NA,1390,125,NA,724,93,NA
1/31/10,NA,bonrip,4d,2085,2086,m,NA,1610,NA,NA,285,93,NA
1/31/10,NA,bonrip,5b,a3071,NA,f,NA,1510,NA,NA,726,93,NA
1/31/10,NA,bonrip,5c,a3065,NA,m,NA,1490,NA,NA,725,93,NA
1/31/10,NA,bonrip,5d,2344,2345,f,NA,1850,NA,NA,402,93,NA
1/31/10,NA,bonrip,6a,a3091,NA,f,NA,1470,NA,NA,729,93,NA
1/31/10,NA,bonrip,8b,2388,2389,m,NA,1330,NA,NA,971,93,NA
1/31/10,NA,bonrip,9a,a3079,NA,f,NA,1410,NA,NA,500,93,NA
4/3/10,NA,bonrip,10c,a3112,NA,m,NA,1630,136,NA,998,94,NA
4/3/10,NA,bonrip,10e,a3106,NA,m,NA,1390,NA,NA,995,94,NA
4/3/10,NA,bonrip,2b,a3104,NA,f,NA,1430,NA,NA,731,94,NA
4/3/10,NA,bonrip,2c,2085,2086,m,NA,1700,NA,NA,285,94,NA
4/3/10,NA,bonrip,3a,a3063,NA,m,NA,1350,NA,NA,724,94,NA
4/3/10,NA,bonrip,4c,a3065,NA,m,NA,1430,NA,NA,725,94,NA
4/3/10,NA,bonrip,4e,a3108,NA,m,NA,1100,125,NA,996,94,NA
4/3/10,NA,bonrip,5a,a3045,NA,f,NA,1470,NA,NA,484,94,NA
4/3/10,NA,bonrip,6c,a3091,NA,f,NA,1450,NA,NA,729,94,NA
4/3/10,NA,bonrip,6d,a3071,NA,f,NA,1560,NA,NA,726,94,NA
4/3/10,NA,bonrip,7c,a3110,NA,m,NA,1490,146,NA,997,94,NA
4/3/10,NA,bonrip,8b,2388,2389,m,NA,1350,NA,NA,971,94,NA
4/3/10,NA,bonrip,8d,a3077,NA,f,NA,1450,NA,NA,992,94,NA
4/4/10,NA,bonrip,10a,a3118,NA,m,NA,1340,138,NA,1001,94,NA
4/4/10,NA,bonrip,10c,a3106,NA,m,NA,NA,NA,NA,995,94,NA
4/4/10,NA,bonrip,1b,2085,2086,m,NA,1790,NA,NA,285,94,NA
4/4/10,NA,bonrip,3a,a3087,NA,f,NA,1790,NA,NA,727,94,NA
4/4/10,NA,bonrip,3b,a3063,NA,m,NA,1450,NA,NA,724,94,NA
4/4/10,NA,bonrip,4b,a3045,NA,f,NA,NA,NA,NA,484,94,NA
4/4/10,NA,bonrip,4c,a3104,NA,f,NA,NA,NA,NA,731,94,NA
4/4/10,NA,bonrip,5a,a3091,NA,f,NA,NA,NA,NA,729,94,NA
4/4/10,NA,bonrip,5c,a3108,NA,m,NA,NA,NA,NA,996,94,NA
4/4/10,NA,bonrip,6a,2388,2389,m,NA,NA,NA,NA,971,94,NA
4/4/10,NA,bonrip,6e,a3071,NA,f,NA,NA,NA,NA,726,94,NA
4/4/10,NA,bonrip,7b,a3089,NA,m,NA,1490,NA,NA,728,94,NA
4/4/10,NA,bonrip,7d,a3110,NA,m,NA,NA,NA,NA,997,94,NA
4/4/10,NA,bonrip,8a,a3077,NA,f,NA,NA,NA,NA,992,94,NA
4/4/10,NA,bonrip,8c,a3114,NA,m,NA,1110,135,NA,999,94,NA
4/4/10,NA,bonrip,9e,a3116,NA,m,NA,1190,132,NA,1000,94,NA
5/25/10,NA,bonrip,10c,2388,2389,m,NA,1180,NA,NA,971,95,population
5/25/10,NA,bonrip,2b,a3122,NA,f,NA,1550,140,NA,733,95,population
5/25/10,NA,bonrip,4c,a3087,NA,f,NA,1820,NA,NA,727,95,population
5/25/10,NA,bonrip,5b,a3071,NA,f,NA,1410,NA,NA,726,95,population
5/25/10,NA,bonrip,5d,a3120,NA,f,NA,1710,132,NA,732,95,population
5/26/10,NA,bonrip,10e,a3124,NA,f,NA,1750,139,NA,734,95,population
5/26/10,NA,bonrip,1e,a3104,NA,f,NA,1500,NA,NA,731,95,population
5/26/10,NA,bonrip,2a,2085,2086,m,NA,1590,NA,NA,285,95,population
5/26/10,NA,bonrip,3b,a3087,NA,f,NA,1730,NA,"149.754 recapture; no vhf signal, removed and replaced",727,95,population
5/26/10,NA,bonrip,6e,a3071,NA,f,NA,1350,NA,NA,726,95,population
5/26/10,NA,bonrip,8b,a3126,NA,m,NA,1330,138,NA,735,95,population
5/26/10,NA,bonrip,9b,2388,2389,m,NA,1190,NA,NA,971,95,population
5/27/10,NA,bonrip,10d,a3124,NA,f,NA,NA,NA,NA,734,95,population
5/27/10,NA,bonrip,1c,2085,2086,m,NA,1560,NA,NA,285,95,population
5/27/10,NA,bonrip,1e,a3104,NA,f,NA,NA,NA,NA,731,95,population
5/27/10,NA,bonrip,2b,a3128,NA,f,NA,1320,125,NA,736,95,population
5/27/10,NA,bonrip,3a,a3087,NA,f,NA,NA,NA,NA,727,95,population
5/27/10,NA,bonrip,3c,a3120,NA,f,NA,NA,NA,NA,732,95,population
5/27/10,NA,bonrip,4c,a3063,NA,m,NA,1180,134,NA,724,95,population
5/27/10,NA,bonrip,5b,a3065,NA,m,NA,1370,139,NA,725,95,population
5/27/10,NA,bonrip,6e,a3071,NA,f,NA,1220,NA,dead in trap,726,95,population
5/27/10,NA,bonrip,7b,a3089,NA,m,NA,1500,NA,NA,728,95,population
5/27/10,NA,bonrip,9a,a3130,NA,f,NA,1350,130,NA,737,95,population
5/27/10,NA,bonrip,9c,2388,2389,m,NA,1150,133,"149.614 recapture; no vhf signal, removed and replaced",971,95,population
5/28/10,NA,bonrip,10e,a3124,NA,f,NA,1690,NA,NA,734,95,population
5/28/10,NA,bonrip,1a,a3134,NA,f,NA,1400,138,NA,738,95,population
5/28/10,NA,bonrip,1e,a3104,NA,f,NA,1610,NA,NA,731,95,population
5/28/10,NA,bonrip,4d,a3120,NA,f,NA,1530,NA,NA,732,95,population
5/28/10,NA,bonrip,5a,a3065,NA,m,NA,1350,NA,NA,725,95,population
5/28/10,NA,bonrip,5b,a3063,NA,m,NA,1150,NA,NA,724,95,population
5/28/10,NA,bonrip,6a,a3091,NA,f,NA,1365,NA,NA,729,95,population
5/28/10,NA,bonrip,6e,2085,2086,m,NA,1600,NA,NA,285,95,population
5/28/10,NA,bonrip,7b,2388,NA,m,NA,1180,NA,NA,971,95,population
5/28/10,NA,bonrip,8b,a3130,NA,f,NA,1350,NA,NA,737,95,population
5/28/10,NA,bonrip,9c,a3089,NA,m,NA,1440,NA,NA,728,95,population
6/9/10,NA,bonrip,10a,a3124,NA,f,NA,NA,NA,NA,734,96,collar
6/9/10,NA,bonrip,8c,a3136,NA,f,NA,455,92,NA,1002,96,collar
6/9/10,NA,bonrip,8e,a3037,NA,f,NA,1940,NA,NA,480,96,collar
7/7/10,NA,bonrip,10c,a3089,NA,m,a,1570,NA,NA,728,97,population
7/7/10,NA,bonrip,1e,a3104,NA,f,NA,1620,NA,NA,731,97,population
7/7/10,NA,bonrip,2a,a3134,NA,f,NA,1730,NA,NA,738,97,population
7/7/10,NA,bonrip,3a,a3087,NA,f,a,1880,NA,NA,727,97,population
7/7/10,NA,bonrip,3d,a3120,NA,f,NA,1680,NA,NA,732,97,population
7/7/10,NA,bonrip,4e,a3091,NA,f,a,1560,139,NA,729,97,population
7/7/10,NA,bonrip,7d,a3035,NA,f,NA,1880,139,NA,479,97,population
7/7/10,NA,bonrip,9b,a3138,NA,f,NA,750,NA,NA,739,97,population
7/7/10,NA,bonrip,9c,a3130,NA,f,a,1330,130,NA,737,97,population
7/8/10,NA,bonrip,1c,2085,2086,m,NA,1640,NA,tick 19,285,97,population
7/8/10,NA,bonrip,2a,a3128,NA,f,NA,1520,129,"149.474 recapture; low battery, removed collar and replaced",736,97,population
7/8/10,NA,bonrip,2b,a3134,NA,f,NA,1640,NA,NA,738,97,population
7/8/10,NA,bonrip,3d,a3104,NA,f,NA,1610,NA,"149.844 recapture; signal very quiet, removed collar and replaced",731,97,population
7/8/10,NA,bonrip,7a,a3136,NA,f,NA,880,121,NA,1002,97,population
7/8/10,NA,bonrip,8a,a3130,NA,f,a,NA,NA,NA,737,97,population
7/8/10,NA,bonrip,8e,NA,NA,NA,NA,360,NA,baby,NA,97,population
7/8/10,NA,bonrip,9c,a3089,NA,m,a,NA,NA,NA,728,97,population
7/9/10,NA,bonrip,1c,a3140,NA,f,NA,650,108,NA,1003,97,population
7/9/10,NA,bonrip,2a,a3134,NA,f,NA,NA,NA,NA,738,97,population
7/9/10,NA,bonrip,2b,a3128,NA,f,NA,NA,NA,NA,736,97,population
7/9/10,NA,bonrip,2c,a3104,NA,f,NA,NA,NA,NA,731,97,population
7/9/10,NA,bonrip,2d,2085,2086,m,NA,NA,NA,NA,285,97,population
7/9/10,NA,bonrip,3b,a3142,NA,f,NA,780,109,NA,1004,97,population
7/9/10,NA,bonrip,4b,a3087,NA,f,a,NA,NA,NA,727,97,population
7/9/10,NA,bonrip,5b,a3063,NA,m,NA,NA,NA,NA,724,97,population
7/9/10,NA,bonrip,6a,a3091,NA,f,a,1380,NA,"149.773 recapture; no vhf signal, removed and replaced",729,97,population
7/9/10,NA,bonrip,6b,a3144,NA,f,NA,750,104,NA,740,97,population
7/9/10,NA,bonrip,7a,a3146,NA,m,NA,1430,129,tick 18,1005,97,population
7/9/10,NA,bonrip,7c,a3037,NA,f,NA,NA,NA,NA,480,97,population
7/9/10,NA,bonrip,8a,a3136,NA,f,NA,890,NA,NA,1002,97,population
7/9/10,NA,bonrip,9b,a3130,NA,f,a,NA,NA,NA,737,97,population
7/14/10,NA,bonrip,NA,a3124,NA,f,NA,NA,NA,"removed gps collar 151.243 (transmitter dead), trapped n of bonrip grid",734,98,collar
9/8/10,NA,bonrip,1c,a3148,NA,f,NA,1590,139,NA,960,99,population
9/8/10,NA,bonrip,1d,2085,2086,m,NA,1810,140,149.853 recapture; removed collar and replaced,285,99,population
9/8/10,NA,bonrip,2e,a3150,NA,f,NA,1580,148,NA,742,99,population
9/8/10,NA,bonrip,3b,a3063,NA,m,NA,1480,NA,ear punch and blood sample taken,724,99,population
9/8/10,NA,bonrip,3d,a3144,NA,f,NA,1590,NA,NA,740,99,population
9/8/10,NA,bonrip,6b,a3154,NA,f,NA,1440,145,ear punch taken,744,99,population
9/8/10,NA,bonrip,6c,a3091,NA,f,a,1700,NA,blood sample taken,729,99,population
9/8/10,NA,bonrip,6d,a3152,NA,f,NA,1190,134,ear punch and blood sample taken,743,99,population
9/8/10,NA,bonrip,8a,a3089,NA,m,a,1710,NA,"149.834 recapture; no signal from transmitter, removed collar; ear punch taken",728,99,population
9/8/10,NA,bonrip,8b,a3130,NA,f,a,1430,NA,NA,737,99,population
9/9/10,NA,bonrip,10e,a3156,NA,f,NA,1520,146,ear punch taken,745,99,population
9/9/10,NA,bonrip,1b,a3170,NA,f,NA,1620,128,NA,752,99,population
9/9/10,NA,bonrip,1c,a3150,NA,f,NA,1600,NA,NA,742,99,population
9/9/10,NA,bonrip,1d,a3148,NA,f,NA,1570,NA,ear punch taken,960,99,population
9/9/10,NA,bonrip,2c,2085,2086,m,NA,1810,NA,ear punch taken,285,99,population
9/9/10,NA,bonrip,3c,a3168,NA,f,NA,1240,135,ear punch taken,751,99,population
9/9/10,NA,bonrip,4a,a3164,NA,f,NA,1330,146,ear punch taken,749,99,population
9/9/10,NA,bonrip,4b,a3166,NA,f,NA,1470,134,ear punch taken,750,99,population
9/9/10,NA,bonrip,4c,a3063,NA,m,NA,1330,NA,NA,724,99,population
9/9/10,NA,bonrip,4d,a3128,NA,f,NA,1580,NA,ear punch taken,736,99,population
9/9/10,NA,bonrip,5a,a3162,NA,f,NA,1270,140,ear punch taken,748,99,population
9/9/10,NA,bonrip,5e,a3152,NA,f,NA,1220,NA,NA,743,99,population
9/9/10,NA,bonrip,6a,a3160,NA,f,NA,1210,128,ear punch taken,747,99,population
9/9/10,NA,bonrip,9a,a3158,NA,f,NA,1360,143,ear punch taken,746,99,population
9/9/10,NA,bonrip,9d,a3130,NA,f,a,NA,NA,NA,737,99,population
9/10/10,NA,bonrip,10d,a3156,NA,f,NA,1560,NA,gps collar,745,99,population
9/10/10,NA,bonrip,10e,a3194,NA,f,NA,1290,135,NA,765,99,population
9/10/10,NA,bonrip,1a,a3170,NA,f,NA,1570,NA,NA,752,99,population
9/10/10,NA,bonrip,1b,2085,2086,m,NA,NA,NA,NA,285,99,population
9/10/10,NA,bonrip,1d,a3150,NA,f,NA,1540,NA,NA,742,99,population
9/10/10,NA,bonrip,2a,a3128,NA,f,NA,NA,NA,NA,736,99,population
9/10/10,NA,bonrip,2b,a3134,NA,f,NA,1640,NA,NA,738,99,population
9/10/10,NA,bonrip,2c,a3176,NA,f,NA,940,118,NA,755,99,population
9/10/10,NA,bonrip,2d,a3174,NA,f,NA,1320,133,gps collar,754,99,population
9/10/10,NA,bonrip,2e,a3172,NA,f,NA,1210,127,NA,753,99,population
9/10/10,NA,bonrip,4b,a3063,NA,m,NA,1360,NA,NA,724,99,population
9/10/10,NA,bonrip,5b,a3178,NA,f,NA,1190,120,NA,756,99,population
9/10/10,NA,bonrip,5c,a3180,NA,f,NA,1380,146,NA,757,99,population
9/10/10,NA,bonrip,6b,a3091,NA,f,a,1660,NA,NA,729,99,population
9/10/10,NA,bonrip,6e,a3152,NA,f,NA,1060,NA,gps collar,743,99,population
9/10/10,NA,bonrip,7a,a3182,NA,f,NA,1430,135,NA,759,99,population
9/10/10,NA,bonrip,7b,a3184,NA,f,NA,1410,130,NA,760,99,population
9/10/10,NA,bonrip,7c,a3186,NA,f,NA,990,121,NA,761,99,population
9/10/10,NA,bonrip,7d,a3188,NA,f,NA,900,116,NA,762,99,population
9/10/10,NA,bonrip,7e,a3190,NA,f,NA,1350,149,NA,763,99,population
9/10/10,NA,bonrip,8b,a3130,NA,f,a,1410,NA,149.535 recapture; removed due to injury from overtightening,737,99,population
9/10/10,NA,bonrip,8d,a3192,NA,f,NA,1010,122,NA,764,99,population
9/10/10,NA,bonrip,9b,a3089,NA,m,a,1650,NA,NA,728,99,population
9/10/10,NA,bonrip,9c,a3138,NA,f,NA,1580,NA,NA,739,99,population
9/11/10,NA,bonrip,10a,a3201,NA,m,NA,1590,130,NA,768,99,population
9/11/10,NA,bonrip,1a,2085,2086,m,NA,1660,NA,NA,285,99,population
9/11/10,NA,bonrip,1b,a3148,NA,f,NA,NA,NA,NA,960,99,population
9/11/10,NA,bonrip,1c,a3150,NA,f,NA,1430,NA,ear punch taken,742,99,population
9/11/10,NA,bonrip,2a,a3134,NA,f,NA,1750,NA,ear punch taken,738,99,population
9/11/10,NA,bonrip,2b,a3063,NA,m,NA,1370,NA,ear punch taken,724,99,population
9/11/10,NA,bonrip,2c,a3176,NA,f,NA,890,NA,ear punch taken,755,99,population
9/11/10,NA,bonrip,2e,a3172,NA,f,NA,1210,NA,ear punch taken,753,99,population
9/11/10,NA,bonrip,3a,a3087,NA,f,a,1910,NA,ear punch taken,727,99,population
9/11/10,NA,bonrip,3c,a3168,NA,f,NA,1290,NA,NA,751,99,population
9/11/10,NA,bonrip,3e,a3196,NA,f,NA,1290,139,ear punch taken,766,99,population
9/11/10,NA,bonrip,4a,a3184,NA,f,NA,1340,NA,ear punch taken,760,99,population
9/11/10,NA,bonrip,4d,a3128,NA,f,NA,1600,NA,NA,736,99,population
9/11/10,NA,bonrip,4e,a3198,NA,f,NA,1230,134,ear punch taken,767,99,population
9/11/10,NA,bonrip,5a,a3091,NA,f,a,1760,NA,ear punch taken,729,99,population
9/11/10,NA,bonrip,5b,a3162,NA,f,NA,1290,NA,NA,748,99,population
9/11/10,NA,bonrip,6a,a3190,NA,f,NA,1500,NA,ear punch taken,763,99,population
9/11/10,NA,bonrip,6b,a3178,NA,f,NA,1050,NA,ear punch taken,756,99,population
9/11/10,NA,bonrip,6c,a3180,NA,f,NA,1480,NA,ear punch taken,757,99,population
9/11/10,NA,bonrip,7e,a3188,NA,f,NA,860,NA,ear punch taken,762,99,population
9/11/10,NA,bonrip,9a,a3194,NA,f,NA,1260,NA,ear punch taken,765,99,population
9/11/10,NA,bonrip,9c,a3130,NA,f,a,1310,NA,NA,737,99,population
9/16/10,NA,bonrip,NA,a3087,NA,f,a,NA,NA,removed ibutton that was falling off,727,100,collar
9/16/10,NA,bonrip,1e,a3200,NA,f,NA,1270,139,gps collar,1006,100,collar
9/23/10,NA,bonrip,1b,a3204,NA,f,j,1170,128,NA,1007,101,collar
9/23/10,NA,bonrip,2d,a3174,NA,f,NA,NA,NA,151.243 gps recapture; removed collar and replaced with vhf collar,754,101,collar
9/24/10,NA,bonrip,3b,a3168,NA,f,NA,1400,141,gps collar,751,101,collar
9/30/10,NA,bonrip,NA,a3162,NA,f,NA,NA,NA,150.540 gps recapture; removed collar,748,102,collar
9/30/10,NA,bonrip,NA,a3168,NA,f,NA,NA,NA,151.243 gps recapture; removed collar,751,102,collar
10/1/10,NA,bonrip,10b,a3158,NA,f,NA,NA,NA,NA,746,102,collar
10/1/10,NA,bonrip,10d,a3156,NA,f,NA,NA,NA,150.510 gps recapture; removed collar,745,102,collar
10/1/10,NA,bonrip,1e,a3148,NA,f,NA,NA,NA,NA,960,102,collar
10/1/10,NA,bonrip,2b,a3134,NA,f,NA,NA,NA,NA,738,102,collar
10/1/10,NA,bonrip,2c,a3174,NA,f,NA,NA,NA,NA,754,102,collar
10/1/10,NA,bonrip,3b,a3063,NA,m,NA,NA,NA,NA,724,102,collar
10/1/10,NA,bonrip,3c,a3168,NA,f,NA,1360,NA,NA,751,102,collar
10/1/10,NA,bonrip,4a,a3184,NA,f,j,1360,NA,NA,760,102,collar
10/1/10,NA,bonrip,4d,a3144,NA,f,NA,NA,NA,NA,740,102,collar
10/1/10,NA,bonrip,6d,a3091,NA,f,a,NA,NA,NA,729,102,collar
10/1/10,NA,bonrip,6e,a3065,NA,m,NA,NA,NA,NA,725,102,collar
10/1/10,NA,bonrip,7a,a3108,NA,m,NA,NA,NA,NA,996,102,collar
10/2/10,NA,bonrip,4d,a3134,NA,f,NA,NA,NA,NA,738,102,collar
10/2/10,NA,bonrip,5a,a3154,NA,f,NA,NA,NA,NA,744,102,collar
10/7/10,NA,bonrip,NA,a3160,NA,f,NA,NA,NA,150.520 gps recapture off grid; removed gps collar and replaced with vhf,747,103,collar
10/7/10,NA,bonrip,4e,a3206,NA,m,NA,1380,141,NA,1008,103,collar
1/30/11,NA,bonrip,1b,a3148,NA,f,NA,NA,NA,NA,960,104,NA
1/30/11,NA,bonrip,5b,a3164,NA,f,NA,NA,NA,NA,749,104,NA
1/30/11,NA,bonrip,6e,a3091,NA,f,a,NA,NA,"149.334 recapture; no vhf signal, removed collar and replaced",729,104,NA
1/30/11,NA,bonrip,8a,a3108,NA,m,NA,NA,NA,"149.874 recapture; no vhf signal, removed collar and replaced",996,104,NA
1/30/11,NA,bonrip,9a,a3130,NA,f,a,NA,NA,NA,737,104,NA
1/31/11,NA,bonrip,2c,a3148,NA,f,NA,NA,NA,NA,960,104,NA
1/31/11,NA,bonrip,3b,a3063,NA,m,NA,NA,NA,NA,724,104,NA
1/31/11,NA,bonrip,3c,a3174,NA,f,NA,NA,NA,NA,754,104,NA
1/31/11,NA,bonrip,4c,a3087,NA,f,a,NA,NA,NA,727,104,NA
1/31/11,NA,bonrip,4d,a3206,NA,m,NA,NA,NA,NA,1008,104,NA
1/31/11,NA,bonrip,6a,a3190,NA,f,NA,1640,145,NA,763,104,NA
1/31/11,NA,bonrip,6c,a3091,NA,f,a,NA,NA,NA,729,104,NA
1/31/11,NA,bonrip,6e,a3164,NA,f,NA,NA,NA,NA,749,104,NA
2/26/11,NA,bonrip,1c,a3148,NA,f,NA,NA,NA,NA,960,105,collar
2/26/11,NA,bonrip,2c,a3206,NA,m,NA,NA,NA,NA,1008,105,collar
2/26/11,NA,bonrip,2e,a3174,NA,f,NA,NA,NA,NA,754,105,collar
2/26/11,NA,bonrip,3c,a3208,NA,f,NA,1390,149,NA,1009,105,collar
2/26/11,NA,bonrip,5b,a3190,NA,f,NA,NA,NA,NA,763,105,collar
2/26/11,NA,bonrip,6e,a3091,NA,f,a,NA,NA,NA,729,105,collar
2/26/11,NA,bonrip,7e,a3108,NA,m,NA,NA,NA,NA,996,105,collar
4/17/11,NA,bonrip,10a,a3124,NA,f,NA,1600,NA,"149.615 recapture; ""kchunk"" vhf signal, removed collar and replaced",734,106,NA
4/17/11,NA,bonrip,1b,a3148,NA,f,NA,NA,NA,NA,960,106,NA
4/17/11,NA,bonrip,1e,a3206,NA,m,NA,1480,145,"149.112 recapture; vhf signal strange, removed collar and replaced",1008,106,NA
4/17/11,NA,bonrip,4b,a3208,NA,f,NA,NA,NA,NA,1009,106,NA
4/17/11,NA,bonrip,4d,a3063,NA,m,NA,NA,NA,NA,724,106,NA
4/17/11,NA,bonrip,5d,a3087,NA,f,a,NA,NA,NA,727,106,NA
4/17/11,NA,bonrip,7b,a3108,NA,m,NA,NA,NA,NA,996,106,NA
4/17/11,NA,bonrip,8c,a3091,NA,f,a,NA,NA,NA,729,106,NA
4/17/11,NA,bonrip,9b,a3130,NA,f,a,NA,NA,NA,737,106,NA
4/18/11,NA,bonrip,10e,a3124,NA,f,NA,NA,NA,NA,734,106,NA
4/18/11,NA,bonrip,1c,a3148,NA,f,NA,NA,NA,NA,960,106,NA
4/18/11,NA,bonrip,1e,a3206,NA,m,NA,NA,NA,NA,1008,106,NA
4/18/11,NA,bonrip,3c,a3208,NA,f,NA,NA,NA,NA,1009,106,NA
4/18/11,NA,bonrip,5b,a3087,NA,f,a,NA,NA,NA,727,106,NA
4/18/11,NA,bonrip,5d,a3063,NA,m,NA,NA,NA,NA,724,106,NA
4/18/11,NA,bonrip,7c,a3091,NA,f,a,NA,NA,NA,729,106,NA
4/18/11,NA,bonrip,8b,a3130,NA,f,a,NA,NA,NA,737,106,NA
5/24/11,NA,bonrip,10e,a3124,NA,f,NA,1640,145,NA,734,107,population
5/24/11,NA,bonrip,5a,a3091,NA,f,a,720,141,"tons of ticks on ears inside and out, as well as top of head, eyes, etc.",729,107,population
5/24/11,NA,bonrip,5e,a3087,NA,f,a,1670,140,"149.763 recapture; no signal from transmitter, removed and replaced with 149.802; weird ear growth/scab protruding upward from the ear over an inch! bloody at base",727,107,population
5/24/11,NA,bonrip,6b,a3091,NA,f,a,820,NA,"yes, captured the same bunny as in 5a!",729,107,population
5/24/11,NA,bonrip,8b,a3130,NA,f,a,1480,138,NA,737,107,population
5/25/11,NA,bonrip,10e,a3124,NA,f,NA,NA,NA,NA,734,107,population
5/25/11,NA,bonrip,2a,a3087,NA,f,a,1560,144,NA,727,107,population
5/25/11,NA,bonrip,7c,a3091,NA,f,a,NA,NA,NA,729,107,population
5/25/11,NA,bonrip,8b,a3130,NA,f,a,NA,NA,NA,737,107,population
5/26/11,NA,bonrip,10e,a3124,NA,f,NA,1730,NA,149.723 recapture; removed and replaced with gps collar 151.273,734,107,population
5/26/11,NA,bonrip,6d,a3087,NA,f,a,1600,NA,149.802 recapture; removed and replaced with gps collar 150.520,727,107,population
5/26/11,NA,bonrip,7b,a3130,NA,f,a,1400,NA,149.744 recapture; removed and replaced with gps collar 150.530,737,107,population
5/26/11,NA,bonrip,7d,a3091,NA,f,a,1380,NA,149.814 recapture; removed and replaced with gps collar 150.540,729,107,population
7/12/11,NA,bonrip,10d,NA,NA,f,j,820,107,untagged juvenile,NA,108,NA
7/12/11,NA,bonrip,10e,NA,NA,f,j,730,113,untagged juvenile,NA,108,NA
7/12/11,NA,bonrip,1c,NA,NA,f,j,710,107,untagged juvenile,NA,108,NA
7/12/11,NA,bonrip,4d,NA,NA,f,j,760,109,untagged juvenile,NA,108,NA
7/12/11,NA,bonrip,6d,a3087,NA,NA,a,1910,NA,NA,727,108,NA
7/12/11,NA,bonrip,7d,a3091,NA,NA,a,1580,NA,NA,729,108,NA
7/12/11,NA,bonrip,9e,a3130,NA,NA,a,1500,NA,NA,737,108,NA
7/13/11,NA,bonrip,1b,a3220,NA,NA,a,1790,NA,NA,960,108,NA
7/13/11,NA,bonrip,1c,NA,NA,NA,j,NA,NA,untagged juvenile,NA,108,NA
7/13/11,NA,bonrip,4b,a3192,NA,f,a,1830,140,NA,764,108,NA
